scene,operator,contrast_loss,clipping,entropy,DR,log_std,highlight_ratio,shadow_ratio,skew,kurtosis
North Bubble,reinhard,0.4119579792022705,0.23279063403606415,6.809412002563477,2.1328818798065186,0.5695087313652039,0.02847483567893505,0.0002935410593636334,0.40447720885276794,1.6060618162155151
North Bubble,drago,0.2481510043144226,0.027792278677225113,7.397115707397461,2.1328818798065186,0.5695087313652039,0.02847483567893505,0.0002935410593636334,0.40447720885276794,1.6060618162155151
North Bubble,filmic,0.2800450325012207,2.4015882445382886e-05,7.11454439163208,2.1328818798065186,0.5695087313652039,0.02847483567893505,0.0002935410593636334,0.40447720885276794,1.6060618162155151
North Bubble,gamma,0.517638087272644,0.7510515451431274,3.0848100185394287,2.1328818798065186,0.5695087313652039,0.02847483567893505,0.0002935410593636334,0.40447720885276794,1.6060618162155151
North Bubble,reinhard_local,0.40351200103759766,0.2322504073381424,6.981394290924072,2.1328818798065186,0.5695087313652039,0.02847483567893505,0.0002935410593636334,0.40447720885276794,1.6060618162155151
O Canada! (Lights),reinhard,0.35858848690986633,0.14892438054084778,6.321257591247559,3.0821428298950195,0.8190485835075378,0.06560007482767105,8.571265789214522e-05,1.6961982250213623,6.525513648986816
O Canada! (Lights),drago,0.19161760807037354,0.03524453565478325,6.423465728759766,3.0821428298950195,0.8190485835075378,0.06560007482767105,8.571265789214522e-05,1.6961982250213623,6.525513648986816
O Canada! (Lights),filmic,0.18932324647903442,0.001334997359663248,6.450554847717285,3.0821428298950195,0.8190485835075378,0.06560007482767105,8.571265789214522e-05,1.6961982250213623,6.525513648986816
O Canada! (Lights),gamma,0.5908815860748291,0.4466533362865448,5.00324821472168,3.0821428298950195,0.8190485835075378,0.06560007482767105,8.571265789214522e-05,1.6961982250213623,6.525513648986816
O Canada! (Lights),reinhard_local,0.3575998842716217,0.14906232059001923,6.404455184936523,3.0821428298950195,0.8190485835075378,0.06560007482767105,8.571265789214522e-05,1.6961982250213623,6.525513648986816
O Canada! (No Lights),reinhard,0.5568763017654419,0.16026976704597473,6.354036331176758,3.082826614379883,0.8400924205780029,0.061956390738487244,7.816383003955707e-05,1.4151519536972046,5.9832305908203125
O Canada! (No Lights),drago,0.3341400623321533,0.022427411749958992,6.868771076202393,3.082826614379883,0.8400924205780029,0.061956390738487244,7.816383003955707e-05,1.4151519536972046,5.9832305908203125
O Canada! (No Lights),filmic,0.37506791949272156,3.773539276608062e-07,6.912267684936523,3.082826614379883,0.8400924205780029,0.061956390738487244,7.816383003955707e-05,1.4151519536972046,5.9832305908203125
O Canada! (No Lights),gamma,0.7126928567886353,0.5592780709266663,4.642760276794434,3.082826614379883,0.8400924205780029,0.061956390738487244,7.816383003955707e-05,1.4151519536972046,5.9832305908203125
O Canada! (No Lights),reinhard_local,0.5539906620979309,0.16218097507953644,6.556883335113525,3.082826614379883,0.8400924205780029,0.061956390738487244,7.816383003955707e-05,1.4151519536972046,5.9832305908203125
Old Faithful Inn,reinhard,0.46873873472213745,0.19799143075942993,7.338301658630371,2.876605749130249,0.6933367252349854,0.10812453925609589,0.0002331965952180326,3.77909779548645,26.00128173828125
Old Faithful Inn,drago,0.28152772784233093,0.009752631187438965,7.111562252044678,2.876605749130249,0.6933367252349854,0.10812453925609589,0.0002331965952180326,3.77909779548645,26.00128173828125
Old Faithful Inn,filmic,0.3133872449398041,0.0002570858341641724,7.5061798095703125,2.876605749130249,0.6933367252349854,0.10812453925609589,0.0002331965952180326,3.77909779548645,26.00128173828125
Old Faithful Inn,gamma,0.5975440740585327,0.5952679514884949,4.107831954956055,2.876605749130249,0.6933367252349854,0.10812453925609589,0.0002331965952180326,3.77909779548645,26.00128173828125
Old Faithful Inn,reinhard_local,0.46699655055999756,0.20015375316143036,7.401635646820068,2.876605749130249,0.6933367252349854,0.10812453925609589,0.0002331965952180326,3.77909779548645,26.00128173828125
Otter Point,reinhard,0.5366126894950867,0.3631100654602051,5.500894069671631,2.874438762664795,0.5819368958473206,0.09968961030244827,0.00022450271353591233,4.658199787139893,37.65670394897461
Otter Point,drago,0.3882983922958374,0.017804017290472984,7.2855730056762695,2.874438762664795,0.5819368958473206,0.09968961030244827,0.00022450271353591233,4.658199787139893,37.65670394897461
Otter Point,filmic,0.4728413224220276,0.00013929751003161073,6.262884616851807,2.874438762664795,0.5819368958473206,0.09968961030244827,0.00022450271353591233,4.658199787139893,37.65670394897461
Otter Point,gamma,0.5795301795005798,0.9816123247146606,0.36840638518333435,2.874438762664795,0.5819368958473206,0.09968961030244827,0.00022450271353591233,4.658199787139893,37.65670394897461
Otter Point,reinhard_local,0.5153682827949524,0.3768577575683594,5.994924545288086,2.874438762664795,0.5819368958473206,0.09968961030244827,0.00022450271353591233,4.658199787139893,37.65670394897461
Paul Bunyan,reinhard,0.31995269656181335,0.3130621016025543,6.279131889343262,2.027418851852417,0.3984575867652893,0.03260176256299019,0.0004991025198251009,0.7986317276954651,4.407679080963135
Paul Bunyan,drago,0.20436953008174896,0.013561776839196682,7.082275390625,2.027418851852417,0.3984575867652893,0.03260176256299019,0.0004991025198251009,0.7986317276954651,4.407679080963135
Paul Bunyan,filmic,0.23858977854251862,2.69538524833024e-08,7.043213367462158,2.027418851852417,0.3984575867652893,0.03260176256299019,0.0004991025198251009,0.7986317276954651,4.407679080963135
Paul Bunyan,gamma,0.38449740409851074,0.949508547782898,0.8629407286643982,2.027418851852417,0.3984575867652893,0.03260176256299019,0.0004991025198251009,0.7986317276954651,4.407679080963135
Paul Bunyan,reinhard_local,0.30932798981666565,0.31466540694236755,6.564309120178223,2.027418851852417,0.3984575867652893,0.03260176256299019,0.0004991025198251009,0.7986317276954651,4.407679080963135
Peck Lake,reinhard,0.4450148344039917,0.19702276587486267,6.762186050415039,2.5269410610198975,0.5603861212730408,0.06394141912460327,0.00026841211365535855,2.2290101051330566,8.85815143585205
Peck Lake,drago,0.28218144178390503,0.012673081830143929,7.475635051727295,2.5269410610198975,0.5603861212730408,0.06394141912460327,0.00026841211365535855,2.2290101051330566,8.85815143585205
Peck Lake,filmic,0.3290603756904602,5.66030905702064e-07,7.489020824432373,2.5269410610198975,0.5603861212730408,0.06394141912460327,0.00026841211365535855,2.2290101051330566,8.85815143585205
Peck Lake,gamma,0.5289305448532104,0.8711674809455872,1.8380650281906128,2.5269410610198975,0.5603861212730408,0.06394141912460327,0.00026841211365535855,2.2290101051330566,8.85815143585205
Peck Lake,reinhard_local,0.4335886538028717,0.21405509114265442,7.020633697509766,2.5269410610198975,0.5603861212730408,0.06394141912460327,0.00026841211365535855,2.2290101051330566,8.85815143585205
Peppermill,reinhard,0.1943458914756775,0.03064197488129139,7.104394912719727,3.458711862564087,0.5339338183403015,0.3979465365409851,0.0002750808489508927,17.390737533569336,474.62786865234375
Peppermill,drago,0.10966137051582336,0.008381354622542858,5.057143211364746,3.458711862564087,0.5339338183403015,0.3979465365409851,0.0002750808489508927,17.390737533569336,474.62786865234375
Peppermill,filmic,0.11096146702766418,0.0010345428017899394,5.946460723876953,3.458711862564087,0.5339338183403015,0.3979465365409851,0.0002750808489508927,17.390737533569336,474.62786865234375
Peppermill,gamma,0.35001635551452637,0.10199995338916779,7.499789714813232,3.458711862564087,0.5339338183403015,0.3979465365409851,0.0002750808489508927,17.390737533569336,474.62786865234375
Peppermill,reinhard_local,0.19611769914627075,0.030260847881436348,7.079123497009277,3.458711862564087,0.5339338183403015,0.3979465365409851,0.0002750808489508927,17.390737533569336,474.62786865234375
Petroglyphs,reinhard,0.3261798620223999,0.2792552411556244,6.791956901550293,1.9935932159423828,0.4151986837387085,0.04203806072473526,0.0006524927448481321,1.593604326248169,4.385807991027832
Petroglyphs,drago,0.19836373627185822,0.020599454641342163,7.226562023162842,1.9935932159423828,0.4151986837387085,0.04203806072473526,0.0006524927448481321,1.593604326248169,4.385807991027832
